age,education-num,hours-per-week,gender,class
34,13,50,Female,<=50K
63,13,21,Female,<=50K
25,9,40,Male,<=50K
22,9,40,Female,<=50K
32,8,40,Female,<=50K
21,10,40,Male,<=50K
43,13,50,Female,<=50K
44,13,50,Male,>50K
17,7,20,Male,<=50K
52,9,40,Male,<=50K
58,3,40,Male,<=50K
29,9,45,Male,<=50K
21,9,40,Male,<=50K
39,15,45,Male,>50K
17,6,24,Female,<=50K
17,6,15,Male,<=50K
20,10,15,Female,<=50K
36,9,40,Female,<=50K
57,10,38,Female,<=50K
44,14,45,Female,<=50K
23,10,40,Male,<=50K
40,14,45,Male,>50K
29,13,53,Male,<=50K
69,9,20,Male,<=50K
41,9,40,Male,<=50K
33,9,50,Male,>50K
43,13,40,Male,>50K
32,12,40,Male,<=50K
26,13,50,Male,<=50K
42,9,50,Male,<=50K
27,12,40,Male,<=50K
53,10,60,Male,<=50K
24,13,35,Male,<=50K
29,9,55,Male,<=50K
21,10,43,Male,<=50K
50,13,65,Male,>50K
35,8,40,Female,<=50K
36,10,40,Female,<=50K
46,9,40,Female,>50K
34,10,40,Male,<=50K
34,13,40,Male,<=50K
27,9,50,Male,<=50K
43,10,50,Male,>50K
37,9,40,Male,<=50K
32,15,40,Male,>50K
19,10,20,Male,<=50K
32,3,40,Female,<=50K
35,9,40,Male,<=50K
40,9,40,Male,<=50K
72,13,20,Male,>50K
28,9,44,Male,>50K
36,10,40,Male,<=50K
49,13,40,Male,>50K
59,9,38,Female,<=50K
47,5,40,Male,<=50K
25,5,40,Male,<=50K
57,10,40,Female,<=50K
20,12,40,Female,<=50K
35,9,60,Male,<=50K
31,10,40,Female,<=50K
42,11,40,Male,>50K
38,13,45,Male,<=50K
47,9,48,Male,<=50K
29,9,45,Male,<=50K
26,9,40,Male,<=50K
44,13,40,Male,>50K
37,9,40,Male,<=50K
37,11,45,Female,>50K
39,12,59,Male,<=50K
29,9,40,Female,<=50K
34,9,40,Male,<=50K
61,9,50,Male,<=50K
23,4,40,Male,<=50K
50,13,40,Male,>50K
22,12,40,Female,<=50K
49,15,60,Male,>50K
24,11,32,Female,<=50K
35,13,45,Female,<=50K
42,13,50,Female,>50K
33,9,40,Male,<=50K
54,8,40,Male,<=50K
43,13,42,Male,<=50K
47,9,42,Male,<=50K
23,10,40,Female,<=50K
23,13,16,Female,<=50K
18,10,40,Male,<=50K
46,13,45,Male,>50K
31,7,40,Male,<=50K
30,13,40,Female,>50K
37,11,40,Male,>50K
39,14,50,Female,<=50K
44,6,40,Male,<=50K
29,6,80,Male,<=50K
41,9,40,Male,>50K
46,9,30,Female,<=50K
44,14,25,Female,>50K
33,12,40,Female,<=50K
43,10,60,Male,<=50K
35,12,99,Male,>50K
48,11,50,Male,>50K
50,14,40,Male,>50K
26,6,40,Female,<=50K
32,9,40,Male,<=50K
18,8,30,Female,<=50K
51,13,20,Male,<=50K
29,9,35,Male,<=50K
48,10,60,Female,<=50K
27,11,40,Male,<=50K
47,9,50,Male,>50K
28,10,40,Female,<=50K
44,16,55,Male,>50K
24,10,30,Male,>50K
21,10,4,Female,<=50K
39,13,40,Female,<=50K
61,10,44,Male,>50K
66,10,20,Female,<=50K
63,13,40,Male,>50K
30,9,40,Male,<=50K
39,9,54,Male,<=50K
60,4,40,Male,<=50K
55,14,40,Female,>50K
41,9,28,Female,<=50K
49,10,40,Male,<=50K
33,9,50,Male,<=50K
31,9,45,Male,>50K
70,6,40,Female,<=50K
57,10,8,Female,>50K
20,7,39,Female,<=50K
61,9,40,Male,>50K
25,9,95,Male,<=50K
42,10,40,Female,>50K
60,13,25,Male,<=50K
41,10,40,Male,>50K
37,10,40,Male,<=50K
62,9,40,Female,<=50K
33,9,40,Male,<=50K
51,9,50,Male,<=50K
37,13,40,Male,<=50K
32,9,24,Male,<=50K
40,14,40,Male,>50K
23,9,24,Female,<=50K
35,11,40,Male,>50K
17,7,20,Female,<=50K
55,6,40,Male,<=50K
36,10,25,Female,<=50K
45,13,40,Male,>50K
32,10,40,Male,<=50K
36,13,50,Female,<=50K
54,10,40,Male,>50K
48,13,55,Male,>50K
36,10,60,Male,<=50K
47,13,40,Male,<=50K
37,4,50,Male,<=50K
55,9,40,Male,>50K
23,7,40,Male,<=50K
32,12,42,Male,>50K
41,14,55,Female,<=50K
26,6,24,Male,<=50K
30,7,49,Male,<=50K
25,11,40,Female,<=50K
27,13,40,Female,<=50K
42,10,50,Male,>50K
27,8,45,Male,<=50K
47,9,37,Female,<=50K
44,10,60,Male,<=50K
72,4,20,Female,<=50K
30,13,16,Female,>50K
23,10,40,Female,<=50K
59,10,60,Male,>50K
18,9,10,Male,<=50K
51,9,50,Male,<=50K
28,13,40,Female,<=50K
63,15,35,Male,>50K
41,14,60,Female,>50K
67,9,30,Male,<=50K
35,13,50,Male,>50K
49,10,46,Male,>50K
46,9,60,Male,<=50K
17,7,16,Male,<=50K
44,9,40,Female,<=50K
60,10,40,Female,<=50K
17,8,16,Male,<=50K
18,10,40,Female,<=50K
17,6,40,Male,<=50K
36,13,40,Male,<=50K
24,12,25,Male,<=50K
40,6,40,Male,<=50K
64,11,55,Male,<=50K
39,9,40,Male,<=50K
34,12,25,Female,>50K
19,9,40,Male,<=50K
37,13,90,Male,>50K
33,13,40,Male,<=50K
39,10,40,Male,<=50K
34,11,40,Male,<=50K
36,9,40,Male,<=50K
36,13,40,Male,>50K
26,14,40,Female,<=50K
37,12,30,Male,<=50K
56,9,50,Male,>50K
49,9,60,Female,<=50K
43,9,35,Female,<=50K
48,9,38,Female,<=50K
23,9,35,Female,<=50K
49,9,40,Female,<=50K
38,9,45,Male,<=50K
35,9,50,Male,<=50K
36,9,50,Male,<=50K
39,10,40,Male,<=50K
20,7,40,Female,<=50K
23,12,20,Female,<=50K
30,13,40,Female,<=50K
26,9,40,Female,<=50K
49,9,40,Female,<=50K
45,9,47,Male,>50K
45,14,50,Male,>50K
32,6,16,Male,<=50K
32,6,40,Male,<=50K
32,9,40,Male,<=50K
30,13,40,Male,>50K
34,13,40,Female,<=50K
37,13,50,Male,>50K
27,13,40,Female,<=50K
23,9,60,Male,<=50K
48,13,30,Female,<=50K
27,8,44,Female,<=50K
35,10,40,Male,<=50K
38,16,40,Female,>50K
32,10,38,Female,<=50K
44,9,30,Female,<=50K
48,14,40,Female,>50K
55,9,45,Male,<=50K
39,7,40,Male,<=50K
34,13,25,Female,>50K
37,10,30,Female,<=50K
34,13,60,Male,>50K
36,9,30,Female,<=50K
48,9,65,Male,<=50K
51,9,50,Male,<=50K
35,11,50,Male,<=50K
54,14,40,Female,<=50K
52,10,40,Male,>50K
29,13,40,Male,<=50K
27,10,56,Female,<=50K
21,9,10,Female,<=50K
33,7,40,Male,<=50K
29,10,24,Male,<=50K
39,13,40,Male,>50K
42,13,40,Male,>50K
54,9,40,Male,<=50K
60,3,45,Male,<=50K
29,10,40,Male,<=50K
80,10,60,Male,<=50K
41,14,40,Male,>50K
47,7,38,Female,<=50K
37,8,35,Male,<=50K
26,10,20,Male,<=50K
20,9,30,Male,<=50K
28,9,17,Female,<=50K
31,13,45,Male,>50K
55,13,40,Male,>50K
46,10,45,Male,>50K
29,10,40,Male,<=50K
31,13,40,Male,>50K
42,10,40,Male,<=50K
33,10,48,Male,>50K
57,11,40,Female,<=50K
29,10,40,Male,>50K
47,9,40,Female,<=50K
25,13,40,Male,<=50K
49,10,50,Male,<=50K
24,10,40,Male,<=50K
19,9,30,Male,<=50K
23,10,40,Male,<=50K
37,12,48,Female,<=50K
35,12,80,Female,>50K
52,9,40,Female,<=50K
75,10,30,Male,<=50K
48,12,45,Male,<=50K
59,5,50,Male,<=50K
36,13,48,Male,<=50K
44,14,40,Male,>50K
36,13,50,Male,<=50K
29,14,55,Male,<=50K
39,6,60,Male,>50K
22,9,50,Male,<=50K
20,10,20,Female,<=50K
35,10,55,Male,<=50K
25,13,40,Female,<=50K
35,10,40,Male,<=50K
37,9,30,Male,<=50K
18,10,26,Female,<=50K
41,13,40,Male,<=50K
37,16,60,Female,>50K
21,10,40,Male,<=50K
38,6,40,Male,>50K
40,9,56,Male,<=50K
32,13,40,Male,<=50K
51,9,40,Female,<=50K
37,2,40,Male,<=50K
40,13,48,Female,<=50K
35,10,40,Female,<=50K
40,9,40,Female,<=50K
38,2,40,Male,<=50K
35,12,40,Male,>50K
46,13,40,Male,>50K
45,10,50,Male,<=50K
24,7,40,Female,<=50K
42,10,38,Female,<=50K
44,9,20,Male,<=50K
36,9,35,Male,<=50K
35,9,40,Male,<=50K
32,9,40,Male,<=50K
25,10,20,Female,<=50K
52,9,40,Male,<=50K
52,11,40,Male,<=50K
52,9,40,Male,>50K
29,13,40,Male,<=50K
37,12,42,Male,<=50K
26,9,25,Male,<=50K
36,7,40,Female,<=50K
20,10,16,Male,<=50K
41,15,45,Male,>50K
22,9,40,Male,<=50K
44,13,40,Male,<=50K
38,16,50,Male,>50K
42,2,60,Male,<=50K
31,13,40,Male,<=50K
39,13,55,Female,>50K
53,14,40,Female,<=50K
55,13,50,Male,<=50K
45,15,55,Male,>50K
52,14,40,Male,>50K
47,3,40,Male,<=50K
53,3,40,Male,<=50K
29,13,40,Female,<=50K
31,10,40,Male,<=50K
22,9,55,Male,<=50K
19,10,40,Female,<=50K
64,7,16,Female,<=50K
51,10,58,Male,>50K
26,10,40,Female,<=50K
51,10,40,Male,<=50K
19,10,35,Male,<=50K
46,12,38,Male,>50K
59,9,10,Female,<=50K
33,9,32,Female,<=50K
41,9,45,Male,<=50K
64,15,60,Male,>50K
41,10,40,Male,<=50K
20,10,20,Male,<=50K
51,12,45,Male,>50K
43,9,40,Male,<=50K
29,10,40,Male,<=50K
57,15,60,Male,<=50K
35,11,40,Male,<=50K
50,14,45,Male,>50K
31,15,50,Male,<=50K
24,7,65,Male,<=50K
37,10,60,Male,>50K
58,11,60,Female,<=50K
40,14,50,Male,<=50K
32,13,70,Male,>50K
29,10,40,Male,>50K
36,10,40,Female,<=50K
29,6,35,Male,>50K
55,3,25,Male,<=50K
62,4,35,Female,<=50K
42,9,35,Female,<=50K
22,10,20,Male,<=50K
26,13,40,Male,<=50K
51,9,40,Male,<=50K
33,10,35,Male,<=50K
47,9,38,Male,<=50K
36,13,20,Female,>50K
45,5,40,Male,>50K
51,14,30,Female,>50K
44,10,25,Female,<=50K
48,9,45,Male,<=50K
35,10,35,Male,<=50K
23,13,40,Female,<=50K
42,13,45,Male,>50K
54,9,40,Male,>50K
28,9,40,Male,<=50K
38,9,40,Male,<=50K
36,13,45,Male,<=50K
39,10,40,Male,<=50K
45,4,40,Female,<=50K
39,14,50,Male,>50K
64,15,9,Male,>50K
80,13,40,Male,>50K
41,10,40,Female,>50K
44,10,37,Female,<=50K
29,9,40,Male,<=50K
19,10,20,Female,<=50K
63,11,8,Female,<=50K
39,10,45,Female,<=50K
33,9,44,Male,<=50K
34,13,14,Male,<=50K
32,10,60,Male,<=50K
50,10,99,Male,>50K
39,12,50,Male,>50K
46,9,40,Female,<=50K
21,9,40,Female,<=50K
45,10,70,Male,<=50K
22,9,40,Male,<=50K
35,13,40,Male,<=50K
33,9,40,Male,>50K
25,13,40,Female,<=50K
42,9,40,Female,<=50K
43,9,40,Female,<=50K
49,10,45,Male,<=50K
29,12,37,Female,<=50K
45,5,15,Female,<=50K
50,13,40,Male,>50K
36,9,40,Male,<=50K
56,13,40,Male,>50K
36,9,65,Male,<=50K
45,13,40,Male,>50K
38,9,40,Male,<=50K
37,9,45,Female,<=50K
23,10,40,Male,<=50K
20,9,35,Female,<=50K
23,10,40,Male,<=50K
36,13,35,Male,<=50K
60,13,50,Male,>50K
53,9,40,Male,<=50K
31,13,25,Female,<=50K
44,13,50,Male,>50K
41,10,40,Male,<=50K
52,10,40,Male,<=50K
23,9,45,Male,<=50K
20,10,40,Male,<=50K
46,13,45,Female,<=50K
24,9,40,Female,<=50K
27,9,50,Male,<=50K
33,12,42,Female,<=50K
18,8,15,Male,<=50K
51,7,35,Male,<=50K
41,10,36,Female,>50K
21,10,40,Female,<=50K
32,13,47,Male,<=50K
57,15,36,Male,>50K
27,10,48,Female,<=50K
42,10,40,Female,<=50K
64,12,50,Male,>50K
39,14,45,Female,>50K
60,7,50,Male,<=50K
56,9,35,Male,<=50K
44,13,45,Male,<=50K
50,7,50,Male,>50K
50,13,65,Male,>50K
60,9,48,Male,<=50K
57,9,40,Male,>50K
58,13,40,Female,<=50K
54,9,40,Female,<=50K
32,9,37,Female,<=50K
38,10,45,Male,<=50K
23,9,48,Female,<=50K
60,13,35,Female,<=50K
50,10,35,Female,<=50K
17,6,12,Female,<=50K
28,3,40,Female,<=50K
37,13,50,Male,>50K
22,9,40,Female,<=50K
55,5,48,Female,<=50K
36,9,50,Male,>50K
44,15,32,Male,>50K
66,13,12,Male,<=50K
29,12,40,Male,<=50K
27,9,40,Male,<=50K
48,9,43,Male,<=50K
29,13,40,Male,<=50K
33,9,40,Male,<=50K
55,6,40,Male,<=50K
28,6,48,Female,<=50K
32,13,30,Female,<=50K
45,7,35,Female,<=50K
22,10,15,Female,<=50K
18,7,10,Male,<=50K
51,10,25,Female,<=50K
56,13,20,Male,<=50K
32,13,40,Male,>50K
32,9,40,Male,<=50K
56,9,40,Male,<=50K
32,13,30,Female,<=50K
54,9,40,Male,>50K
59,9,38,Female,<=50K
55,12,5,Female,<=50K
20,10,20,Male,<=50K
34,9,44,Male,<=50K
28,13,40,Male,<=50K
19,9,35,Male,<=50K
38,9,45,Male,<=50K
64,15,40,Female,>50K
21,9,40,Male,<=50K
18,7,25,Male,<=50K
61,10,30,Male,>50K
52,9,40,Male,>50K
35,8,40,Male,<=50K
50,12,45,Male,>50K
23,10,32,Female,<=50K
26,9,40,Male,<=50K
36,9,40,Female,<=50K
29,14,40,Male,<=50K
39,9,40,Male,<=50K
43,9,50,Male,<=50K
52,9,50,Male,<=50K
58,8,40,Male,<=50K
50,15,75,Male,>50K
67,3,40,Female,<=50K
34,13,45,Female,<=50K
51,12,38,Male,>50K
29,10,35,Male,<=50K
25,13,20,Male,<=50K
58,9,55,Male,>50K
60,14,50,Male,<=50K
43,9,40,Female,<=50K
34,9,80,Male,<=50K
36,13,40,Male,>50K
39,12,60,Male,<=50K
34,14,40,Male,<=50K
43,13,50,Male,>50K
41,10,45,Male,>50K
17,6,20,Male,<=50K
34,10,63,Male,<=50K
57,9,48,Male,<=50K
29,13,80,Female,<=50K
47,13,65,Male,<=50K
48,7,60,Male,<=50K
56,7,20,Male,<=50K
38,9,40,Male,<=50K
42,10,45,Male,<=50K
45,9,40,Male,>50K
51,13,40,Female,>50K
36,9,2,Female,<=50K
20,11,40,Female,<=50K
34,12,40,Male,<=50K
34,13,40,Male,>50K
46,13,40,Female,>50K
36,15,50,Male,>50K
23,4,40,Male,<=50K
28,13,55,Male,<=50K
25,10,30,Male,<=50K
30,10,40,Male,<=50K
40,14,50,Male,>50K
26,10,60,Male,<=50K
22,10,20,Female,<=50K
49,6,99,Male,>50K
18,10,15,Male,<=50K
47,14,40,Male,>50K
33,9,40,Female,<=50K
37,9,40,Male,<=50K
26,13,50,Female,<=50K
36,9,25,Male,<=50K
50,9,50,Male,<=50K
28,13,65,Male,>50K
25,9,32,Female,<=50K
34,10,40,Female,<=50K
39,11,40,Female,<=50K
35,13,50,Female,>50K
20,6,40,Male,<=50K
25,12,40,Female,<=50K
21,10,40,Female,<=50K
18,9,12,Male,<=50K
38,9,35,Female,<=50K
50,13,40,Female,>50K
58,13,40,Male,<=50K
40,14,35,Male,<=50K
30,10,72,Male,<=50K
48,13,50,Male,>50K
32,9,40,Male,<=50K
34,14,40,Male,>50K
39,10,60,Female,<=50K
51,9,40,Male,>50K
46,14,50,Male,>50K
26,9,40,Male,<=50K
41,15,46,Male,>50K
30,11,40,Male,<=50K
56,9,45,Male,>50K
42,6,40,Male,>50K
40,9,40,Male,<=50K
34,10,15,Male,<=50K
52,14,44,Female,>50K
24,11,35,Female,<=50K
44,13,48,Male,<=50K
36,10,40,Male,>50K
62,4,40,Female,<=50K
47,9,40,Male,<=50K
23,3,35,Male,<=50K
23,13,40,Female,<=50K
24,9,40,Female,<=50K
25,13,40,Female,<=50K
49,7,40,Male,<=50K
43,14,40,Female,<=50K
21,10,40,Male,<=50K
43,13,50,Male,<=50K
51,13,40,Male,>50K
71,10,10,Male,<=50K
28,13,40,Female,<=50K
24,13,40,Female,<=50K
20,9,30,Male,<=50K
20,10,35,Female,<=50K
40,13,50,Male,>50K
42,5,40,Male,<=50K
49,14,45,Male,>50K
21,9,25,Female,<=50K
45,11,40,Female,<=50K
56,14,50,Male,>50K
42,13,40,Male,>50K
34,12,40,Male,<=50K
30,9,40,Female,<=50K
67,13,40,Male,>50K
17,8,20,Female,<=50K
30,12,40,Female,<=50K
33,15,50,Male,>50K
52,9,45,Male,>50K
42,9,40,Female,<=50K
34,9,60,Male,<=50K
33,13,40,Male,<=50K
48,10,48,Female,<=50K
53,9,40,Male,<=50K
33,9,30,Male,<=50K
32,9,35,Female,<=50K
52,10,40,Male,<=50K
47,10,40,Male,>50K
39,14,50,Male,>50K
46,12,50,Male,>50K
59,13,45,Female,<=50K
23,4,35,Male,<=50K
20,7,40,Male,<=50K
40,10,45,Male,>50K
58,7,16,Male,<=50K
42,9,40,Male,<=50K
33,9,46,Male,<=50K
24,14,13,Male,<=50K
37,13,55,Male,>50K
39,13,60,Female,>50K
40,14,36,Female,>50K
61,15,40,Male,>50K
53,6,40,Female,<=50K
30,9,30,Male,<=50K
34,9,40,Male,<=50K
49,9,46,Male,<=50K
63,6,40,Male,<=50K
38,10,55,Male,>50K
83,6,50,Male,>50K
51,9,40,Male,<=50K
26,13,35,Female,<=50K
38,10,60,Male,<=50K
39,13,60,Male,<=50K
35,9,50,Male,>50K
23,10,40,Female,<=50K
30,12,36,Female,<=50K
31,4,40,Female,<=50K
17,6,12,Male,<=50K
30,11,46,Female,<=50K
37,10,40,Male,>50K
42,9,40,Female,<=50K
61,9,40,Male,<=50K
34,9,40,Male,<=50K
27,10,49,Male,<=50K
30,9,50,Male,>50K
67,9,20,Male,<=50K
35,9,40,Male,<=50K
23,9,40,Male,<=50K
61,9,40,Male,<=50K
45,13,40,Male,<=50K
30,13,40,Male,<=50K
26,10,38,Male,<=50K
21,9,40,Female,<=50K
34,10,40,Male,<=50K
39,7,40,Male,<=50K
46,4,45,Male,<=50K
40,7,37,Female,<=50K
20,9,40,Female,<=50K
31,13,43,Female,>50K
28,9,40,Male,<=50K
59,9,40,Male,>50K
40,10,50,Male,>50K
21,10,4,Female,<=50K
30,12,40,Female,<=50K
36,13,40,Male,>50K
26,13,40,Female,<=50K
34,10,35,Male,<=50K
45,14,60,Female,<=50K
32,9,55,Male,>50K
44,13,35,Male,>50K
50,9,40,Male,<=50K
31,5,20,Female,<=50K
40,2,40,Male,<=50K
42,9,40,Male,>50K
38,10,40,Female,<=50K
51,13,60,Male,>50K
43,9,40,Male,<=50K
36,9,40,Male,<=50K
59,10,40,Male,>50K
25,12,35,Female,>50K
42,10,70,Male,<=50K
34,9,50,Male,<=50K
61,13,50,Male,>50K
42,9,40,Female,<=50K
48,6,80,Male,<=50K
69,13,20,Male,<=50K
46,15,40,Male,>50K
23,2,36,Male,<=50K
43,14,50,Female,<=50K
38,9,20,Female,<=50K
18,9,40,Female,<=50K
42,13,70,Male,<=50K
69,14,5,Female,<=50K
40,11,40,Male,>50K
69,2,34,Male,<=50K
53,13,50,Male,>50K
29,13,40,Male,>50K
23,13,40,Female,<=50K
18,10,15,Female,<=50K
49,14,40,Female,<=50K
32,9,40,Male,<=50K
56,13,40,Male,<=50K
28,7,30,Female,<=50K
39,10,42,Male,>50K
51,9,40,Male,<=50K
71,10,24,Female,<=50K
41,13,55,Male,>50K
72,13,6,Male,<=50K
26,9,35,Female,<=50K
25,13,40,Male,<=50K
35,9,40,Female,<=50K
69,13,20,Male,<=50K
21,10,20,Female,<=50K
55,9,40,Female,<=50K
48,16,40,Male,>50K
24,13,84,Female,<=50K
32,9,46,Male,<=50K
44,12,50,Male,<=50K
39,12,40,Male,>50K
45,9,45,Male,>50K
59,13,43,Male,>50K
48,11,25,Female,>50K
73,4,18,Female,<=50K
40,14,50,Male,>50K
45,14,55,Female,<=50K
52,10,49,Female,<=50K
27,9,65,Male,>50K
59,2,45,Male,<=50K
29,13,42,Female,<=50K
39,10,40,Male,<=50K
25,13,40,Male,<=50K
22,9,40,Female,<=50K
28,9,40,Male,<=50K
18,10,25,Female,<=50K
38,12,40,Male,<=50K
24,11,30,Male,>50K
51,9,50,Male,<=50K
26,9,30,Female,<=50K
19,10,20,Female,<=50K
21,7,50,Male,<=50K
23,10,25,Male,<=50K
24,10,65,Male,<=50K
38,10,40,Female,<=50K
42,9,40,Female,<=50K
37,14,40,Female,<=50K
33,10,40,Female,<=50K
28,9,40,Male,<=50K
18,7,35,Male,<=50K
35,10,40,Female,<=50K
41,9,40,Female,>50K
64,13,50,Male,>50K
39,13,40,Female,<=50K
39,9,80,Male,>50K
19,9,40,Male,<=50K
42,14,40,Female,>50K
23,10,30,Male,<=50K
47,13,60,Female,>50K
46,3,40,Female,>50K
62,6,35,Female,<=50K
17,8,40,Female,<=50K
39,10,65,Male,<=50K
35,13,40,Male,>50K
25,13,40,Female,>50K
36,13,40,Male,<=50K
47,9,32,Female,<=50K
48,10,40,Male,>50K
71,13,60,Male,>50K
18,8,25,Male,<=50K
50,13,37,Female,<=50K
29,9,40,Male,<=50K
30,12,40,Male,<=50K
38,7,40,Male,<=50K
32,9,50,Male,>50K
33,10,45,Male,<=50K
29,11,32,Male,>50K
46,11,38,Female,<=50K
32,9,20,Male,<=50K
26,10,15,Female,<=50K
65,6,20,Female,<=50K
41,11,70,Male,>50K
49,13,40,Female,<=50K
31,9,40,Male,<=50K
30,9,45,Male,<=50K
27,5,40,Female,<=50K
50,13,40,Male,>50K
22,10,40,Female,<=50K
40,9,40,Male,<=50K
33,13,40,Male,>50K
46,10,40,Male,<=50K
55,13,20,Male,>50K
20,10,25,Male,<=50K
25,10,50,Female,<=50K
34,9,40,Male,<=50K
65,9,10,Male,>50K
43,11,40,Male,<=50K
43,10,60,Male,>50K
53,9,40,Female,<=50K
21,6,40,Male,<=50K
27,7,40,Male,<=50K
28,10,30,Female,>50K
36,9,50,Male,<=50K
38,9,50,Female,<=50K
38,9,40,Male,<=50K
54,7,40,Female,>50K
44,10,60,Male,>50K
31,13,50,Male,>50K
37,9,70,Male,<=50K
42,13,35,Female,<=50K
38,9,40,Female,<=50K
21,9,40,Male,<=50K
29,10,50,Male,<=50K
47,11,50,Male,>50K
19,9,30,Male,<=50K
44,10,60,Male,>50K
34,9,40,Male,<=50K
44,9,60,Male,<=50K
50,9,40,Male,>50K
43,13,40,Male,<=50K
46,13,40,Male,>50K
20,10,20,Male,<=50K
31,12,40,Female,<=50K
19,9,40,Female,<=50K
20,10,25,Female,<=50K
31,9,40,Male,<=50K
31,14,45,Female,>50K
52,15,60,Male,>50K
40,13,40,Female,<=50K
38,5,12,Female,<=50K
55,9,55,Male,>50K
44,6,42,Female,<=50K
30,7,40,Male,<=50K
22,10,25,Male,<=50K
49,14,43,Male,>50K
42,14,45,Male,>50K
46,2,30,Female,<=50K
66,10,35,Female,<=50K
27,5,40,Male,<=50K
45,13,50,Male,>50K
29,9,37,Male,<=50K
26,11,65,Male,<=50K
51,9,40,Male,<=50K
24,10,40,Male,<=50K
27,5,32,Male,<=50K
37,13,50,Female,>50K
54,13,40,Male,<=50K
72,12,16,Female,<=50K
41,12,20,Male,<=50K
28,6,30,Male,<=50K
34,6,80,Male,<=50K
36,14,40,Male,<=50K
29,9,50,Female,<=50K
39,13,60,Male,<=50K
35,11,40,Female,>50K
53,13,38,Female,<=50K
20,10,40,Female,<=50K
57,9,40,Male,<=50K
65,4,50,Female,<=50K
66,9,50,Male,<=50K
31,13,40,Male,>50K
33,9,50,Male,<=50K
36,9,40,Male,<=50K
63,2,44,Female,<=50K
39,9,40,Female,<=50K
52,9,60,Male,<=50K
49,4,40,Male,<=50K
47,13,35,Female,<=50K
55,11,42,Female,<=50K
61,9,20,Male,<=50K
44,13,55,Male,<=50K
28,13,50,Male,>50K
29,10,40,Male,<=50K
19,10,8,Female,<=50K
59,9,40,Female,<=50K
35,7,40,Male,<=50K
56,9,40,Female,<=50K
26,13,25,Male,<=50K
43,9,40,Male,<=50K
50,14,40,Male,>50K
55,9,55,Female,<=50K
43,12,43,Male,<=50K
27,10,40,Male,<=50K
41,13,65,Male,<=50K
48,13,50,Male,>50K
21,4,40,Male,<=50K
31,9,55,Female,<=50K
43,10,72,Male,>50K
34,13,50,Male,>50K
48,10,55,Male,>50K
51,10,40,Male,<=50K
26,10,40,Male,>50K
57,9,5,Male,<=50K
59,9,50,Male,<=50K
61,9,4,Female,<=50K
32,13,40,Female,>50K
49,9,40,Male,<=50K
40,13,40,Female,<=50K
26,9,40,Female,<=50K
36,3,40,Male,<=50K
47,10,48,Male,>50K
19,7,12,Male,<=50K
27,9,30,Male,<=50K
57,11,40,Female,<=50K
46,15,40,Female,>50K
44,11,40,Female,<=50K
38,14,40,Male,>50K
24,4,20,Female,<=50K
30,10,48,Female,<=50K
19,10,15,Male,<=50K
60,11,15,Female,>50K
32,13,40,Male,<=50K
35,10,50,Male,<=50K
26,9,40,Male,<=50K
45,7,50,Male,<=50K
28,10,40,Male,<=50K
47,13,44,Male,<=50K
23,10,30,Male,<=50K
57,9,40,Female,<=50K
21,10,35,Female,<=50K
35,9,45,Male,>50K
53,16,60,Male,>50K
47,10,40,Male,>50K
40,10,30,Female,<=50K
18,10,25,Female,<=50K
37,10,40,Male,<=50K
60,14,40,Male,>50K
48,13,44,Female,<=50K
47,14,35,Male,>50K
36,10,40,Male,>50K
59,13,25,Female,<=50K
35,13,50,Male,>50K
60,5,40,Female,<=50K
53,10,45,Male,>50K
41,10,35,Male,<=50K
32,9,40,Female,<=50K
19,9,30,Male,<=50K
45,14,50,Male,>50K
53,10,50,Male,<=50K
72,13,7,Female,<=50K
22,10,30,Female,<=50K
56,4,20,Female,<=50K
47,13,60,Male,<=50K
31,12,40,Female,<=50K
49,9,40,Female,<=50K
39,14,40,Male,>50K
21,10,40,Male,<=50K
26,13,48,Male,<=50K
33,9,40,Male,<=50K
51,9,40,Female,<=50K
37,14,50,Male,>50K
50,10,40,Female,<=50K
49,13,75,Male,>50K
50,13,50,Male,>50K
23,9,40,Female,<=50K
57,14,20,Male,<=50K
63,13,45,Male,>50K
21,10,40,Male,<=50K
36,6,40,Male,<=50K
45,10,50,Male,<=50K
39,9,40,Male,<=50K
33,9,40,Male,<=50K
46,10,40,Male,>50K
31,7,51,Male,<=50K
22,9,40,Male,<=50K
50,14,40,Male,>50K
44,3,84,Male,>50K
49,9,40,Male,>50K
36,13,40,Male,<=50K
25,9,40,Female,<=50K
36,9,40,Male,>50K
28,7,40,Male,<=50K
42,14,48,Female,>50K
39,13,40,Male,<=50K
48,10,45,Male,<=50K
34,10,40,Male,>50K
42,9,50,Male,<=50K
49,14,40,Male,>50K
30,9,45,Male,<=50K
47,3,40,Male,<=50K
57,10,40,Female,<=50K
53,10,40,Female,<=50K
24,13,40,Male,<=50K
33,9,40,Male,>50K
57,9,60,Male,<=50K
20,9,50,Male,<=50K
34,9,30,Male,<=50K
47,9,40,Male,<=50K
47,10,40,Female,<=50K
57,9,38,Female,<=50K
49,9,70,Male,<=50K
42,9,40,Male,<=50K
39,13,63,Female,<=50K
51,3,44,Male,>50K
61,9,40,Male,>50K
42,9,40,Male,<=50K
65,9,55,Male,<=50K
50,9,40,Male,<=50K
51,14,47,Male,>50K
25,6,40,Male,<=50K
44,7,40,Female,<=50K
28,12,40,Female,<=50K
